Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
D34,LED,LED_0603_1608Metric_no_text,147.149731,-50.80863,45.0,top
D35,LED,LED_0603_1608Metric_no_text,149.249731,-50.80863,45.0,top
D36,LED,LED_0603_1608Metric_no_text,151.349731,-50.80863,45.0,top
D37,LED,LED_0603_1608Metric_no_text,153.449731,-50.80863,45.0,top
D38,LED,LED_0603_1608Metric_no_text,155.549731,-50.80863,45.0,top
D39,LED,LED_0603_1608Metric_no_text,157.649731,-50.80863,45.0,top
D40,LED,LED_0603_1608Metric_no_text,159.749731,-50.80863,45.0,top
D41,LED,LED_0603_1608Metric_no_text,161.849731,-50.80863,45.0,top
D42,LED,LED_0603_1608Metric_no_text,163.949731,-50.80863,45.0,top
D43,LED,LED_0603_1608Metric_no_text,166.049731,-50.80863,45.0,top
D44,LED,LED_0603_1608Metric_no_text,168.149731,-50.80863,45.0,top
D45,LED,LED_0603_1608Metric_no_text,170.249731,-50.80863,45.0,top
D46,LED,LED_0603_1608Metric_no_text,172.349731,-50.80863,45.0,top
D47,LED,LED_0603_1608Metric_no_text,174.449731,-50.80863,45.0,top
D48,LED,LED_0603_1608Metric_no_text,176.549731,-50.80863,45.0,top
D49,LED,LED_0603_1608Metric_no_text,145.049731,-52.90863,45.0,top
D50,LED,LED_0603_1608Metric_no_text,147.149731,-52.90863,45.0,top
D51,LED,LED_0603_1608Metric_no_text,149.249731,-52.90863,45.0,top
D52,LED,LED_0603_1608Metric_no_text,151.349731,-52.90863,45.0,top
D53,LED,LED_0603_1608Metric_no_text,153.449731,-52.90863,45.0,top
D54,LED,LED_0603_1608Metric_no_text,155.549731,-52.90863,45.0,top
D55,LED,LED_0603_1608Metric_no_text,157.649731,-52.90863,45.0,top
D56,LED,LED_0603_1608Metric_no_text,159.749731,-52.90863,45.0,top
D57,LED,LED_0603_1608Metric_no_text,161.849731,-52.90863,45.0,top
D58,LED,LED_0603_1608Metric_no_text,163.949731,-52.90863,45.0,top
D59,LED,LED_0603_1608Metric_no_text,166.049731,-52.90863,45.0,top
D60,LED,LED_0603_1608Metric_no_text,168.149731,-52.90863,45.0,top
D61,LED,LED_0603_1608Metric_no_text,170.249731,-52.90863,45.0,top
D62,LED,LED_0603_1608Metric_no_text,172.349731,-52.90863,45.0,top
D63,LED,LED_0603_1608Metric_no_text,174.449731,-52.90863,45.0,top
D64,LED,LED_0603_1608Metric_no_text,176.549731,-52.90863,45.0,top
D65,LED,LED_0603_1608Metric_no_text,145.049731,-55.00863,45.0,top
D66,LED,LED_0603_1608Metric_no_text,147.149731,-55.00863,45.0,top
D67,LED,LED_0603_1608Metric_no_text,149.249731,-55.00863,45.0,top
D68,LED,LED_0603_1608Metric_no_text,151.349731,-55.00863,45.0,top
D69,LED,LED_0603_1608Metric_no_text,153.449731,-55.00863,45.0,top
D70,LED,LED_0603_1608Metric_no_text,155.549731,-55.00863,45.0,top
D71,LED,LED_0603_1608Metric_no_text,157.649731,-55.00863,45.0,top
D72,LED,LED_0603_1608Metric_no_text,159.749731,-55.00863,45.0,top
D73,LED,LED_0603_1608Metric_no_text,161.849731,-55.00863,45.0,top
D74,LED,LED_0603_1608Metric_no_text,163.949731,-55.00863,45.0,top
D75,LED,LED_0603_1608Metric_no_text,166.049731,-55.00863,45.0,top
D76,LED,LED_0603_1608Metric_no_text,168.149731,-55.00863,45.0,top
D77,LED,LED_0603_1608Metric_no_text,170.249731,-55.00863,45.0,top
D78,LED,LED_0603_1608Metric_no_text,172.349731,-55.00863,45.0,top
D79,LED,LED_0603_1608Metric_no_text,174.449731,-55.00863,45.0,top
D80,LED,LED_0603_1608Metric_no_text,176.549731,-55.00863,45.0,top
D81,LED,LED_0603_1608Metric_no_text,145.049731,-57.10863,45.0,top
D82,LED,LED_0603_1608Metric_no_text,147.149731,-57.10863,45.0,top
D83,LED,LED_0603_1608Metric_no_text,149.249731,-57.10863,45.0,top
D84,LED,LED_0603_1608Metric_no_text,151.349731,-57.10863,45.0,top
D85,LED,LED_0603_1608Metric_no_text,153.449731,-57.10863,45.0,top
D86,LED,LED_0603_1608Metric_no_text,155.549731,-57.10863,45.0,top
D87,LED,LED_0603_1608Metric_no_text,157.649731,-57.10863,45.0,top
D88,LED,LED_0603_1608Metric_no_text,159.749731,-57.10863,45.0,top
D89,LED,LED_0603_1608Metric_no_text,161.849731,-57.10863,45.0,top
D90,LED,LED_0603_1608Metric_no_text,163.949731,-57.10863,45.0,top
D91,LED,LED_0603_1608Metric_no_text,166.049731,-57.10863,45.0,top
D92,LED,LED_0603_1608Metric_no_text,168.149731,-57.10863,45.0,top
D93,LED,LED_0603_1608Metric_no_text,170.249731,-57.10863,45.0,top
D94,LED,LED_0603_1608Metric_no_text,172.349731,-57.10863,45.0,top
D95,LED,LED_0603_1608Metric_no_text,174.449731,-57.10863,45.0,top
D96,LED,LED_0603_1608Metric_no_text,176.549731,-57.10863,45.0,top
D97,LED,LED_0603_1608Metric_no_text,145.049731,-59.20863,45.0,top
D98,LED,LED_0603_1608Metric_no_text,147.149731,-59.20863,45.0,top
D99,LED,LED_0603_1608Metric_no_text,149.249731,-59.20863,45.0,top
D100,LED,LED_0603_1608Metric_no_text,151.349731,-59.20863,45.0,top
D101,LED,LED_0603_1608Metric_no_text,153.449731,-59.20863,45.0,top
D102,LED,LED_0603_1608Metric_no_text,155.549731,-59.20863,45.0,top
D103,LED,LED_0603_1608Metric_no_text,157.649731,-59.20863,45.0,top
D104,LED,LED_0603_1608Metric_no_text,159.749731,-59.20863,45.0,top
D105,LED,LED_0603_1608Metric_no_text,161.849731,-59.20863,45.0,top
D106,LED,LED_0603_1608Metric_no_text,163.949731,-59.20863,45.0,top
D107,LED,LED_0603_1608Metric_no_text,166.049731,-59.20863,45.0,top
D108,LED,LED_0603_1608Metric_no_text,168.149731,-59.20863,45.0,top
D109,LED,LED_0603_1608Metric_no_text,170.249731,-59.20863,45.0,top
D110,LED,LED_0603_1608Metric_no_text,172.349731,-59.20863,45.0,top
D111,LED,LED_0603_1608Metric_no_text,174.449731,-59.20863,45.0,top
D112,LED,LED_0603_1608Metric_no_text,176.549731,-59.20863,45.0,top
D113,LED,LED_0603_1608Metric_no_text,145.049731,-61.30863,45.0,top
D114,LED,LED_0603_1608Metric_no_text,147.149731,-61.30863,45.0,top
D115,LED,LED_0603_1608Metric_no_text,149.249731,-61.30863,45.0,top
D116,LED,LED_0603_1608Metric_no_text,151.349731,-61.30863,45.0,top
D117,LED,LED_0603_1608Metric_no_text,153.449731,-61.30863,45.0,top
D118,LED,LED_0603_1608Metric_no_text,155.549731,-61.30863,45.0,top
D119,LED,LED_0603_1608Metric_no_text,157.649731,-61.30863,45.0,top
D120,LED,LED_0603_1608Metric_no_text,159.749731,-61.30863,45.0,top
D121,LED,LED_0603_1608Metric_no_text,161.849731,-61.30863,45.0,top
D122,LED,LED_0603_1608Metric_no_text,163.949731,-61.30863,45.0,top
D123,LED,LED_0603_1608Metric_no_text,166.049731,-61.30863,45.0,top
D124,LED,LED_0603_1608Metric_no_text,168.149731,-61.30863,45.0,top
D125,LED,LED_0603_1608Metric_no_text,170.249731,-61.30863,45.0,top
D126,LED,LED_0603_1608Metric_no_text,172.349731,-61.30863,45.0,top
D127,LED,LED_0603_1608Metric_no_text,174.449731,-61.30863,45.0,top
D128,LED,LED_0603_1608Metric_no_text,176.549731,-61.30863,45.0,top
D129,LED,LED_0603_1608Metric_no_text,145.049731,-63.40863,45.0,top
D130,LED,LED_0603_1608Metric_no_text,147.149731,-63.40863,45.0,top
D131,LED,LED_0603_1608Metric_no_text,149.249731,-63.40863,45.0,top
D132,LED,LED_0603_1608Metric_no_text,151.349731,-63.40863,45.0,top
D133,LED,LED_0603_1608Metric_no_text,153.449731,-63.40863,45.0,top
D134,LED,LED_0603_1608Metric_no_text,155.549731,-63.40863,45.0,top
D135,LED,LED_0603_1608Metric_no_text,157.649731,-63.40863,45.0,top
D136,LED,LED_0603_1608Metric_no_text,159.749731,-63.40863,45.0,top
D137,LED,LED_0603_1608Metric_no_text,161.849731,-63.40863,45.0,top
D138,LED,LED_0603_1608Metric_no_text,163.949731,-63.40863,45.0,top
D139,LED,LED_0603_1608Metric_no_text,166.049731,-63.40863,45.0,top
D140,LED,LED_0603_1608Metric_no_text,168.149731,-63.40863,45.0,top
D141,LED,LED_0603_1608Metric_no_text,170.249731,-63.40863,45.0,top
D142,LED,LED_0603_1608Metric_no_text,172.349731,-63.40863,45.0,top
D143,LED,LED_0603_1608Metric_no_text,174.449731,-63.40863,45.0,top
D144,LED,LED_0603_1608Metric_no_text,176.549731,-63.40863,45.0,top
D145,LED,LED_0603_1608Metric_no_text,145.049731,-65.50863,45.0,top
D146,LED,LED_0603_1608Metric_no_text,147.149731,-65.50863,45.0,top
D147,LED,LED_0603_1608Metric_no_text,149.249731,-65.50863,45.0,top
D148,LED,LED_0603_1608Metric_no_text,151.349731,-65.50863,45.0,top
D149,LED,LED_0603_1608Metric_no_text,153.449731,-65.50863,45.0,top
D150,LED,LED_0603_1608Metric_no_text,155.549731,-65.50863,45.0,top
D151,LED,LED_0603_1608Metric_no_text,157.649731,-65.50863,45.0,top
D152,LED,LED_0603_1608Metric_no_text,159.749731,-65.50863,45.0,top
D153,LED,LED_0603_1608Metric_no_text,161.849731,-65.50863,45.0,top
D154,LED,LED_0603_1608Metric_no_text,163.949731,-65.50863,45.0,top
D155,LED,LED_0603_1608Metric_no_text,166.049731,-65.50863,45.0,top
D156,LED,LED_0603_1608Metric_no_text,168.149731,-65.50863,45.0,top
D157,LED,LED_0603_1608Metric_no_text,170.249731,-65.50863,45.0,top
D158,LED,LED_0603_1608Metric_no_text,172.349731,-65.50863,45.0,top
D159,LED,LED_0603_1608Metric_no_text,174.449731,-65.50863,45.0,top
D160,LED,LED_0603_1608Metric_no_text,176.549731,-65.50863,45.0,top
D161,LED,LED_0603_1608Metric_no_text,145.049731,-67.60863,45.0,top
D162,LED,LED_0603_1608Metric_no_text,147.149731,-67.60863,45.0,top
D163,LED,LED_0603_1608Metric_no_text,149.249731,-67.60863,45.0,top
D164,LED,LED_0603_1608Metric_no_text,151.349731,-67.60863,45.0,top
D165,LED,LED_0603_1608Metric_no_text,153.449731,-67.60863,45.0,top
D166,LED,LED_0603_1608Metric_no_text,155.549731,-67.60863,45.0,top
D167,LED,LED_0603_1608Metric_no_text,157.649731,-67.60863,45.0,top
D168,LED,LED_0603_1608Metric_no_text,159.749731,-67.60863,45.0,top
D169,LED,LED_0603_1608Metric_no_text,161.849731,-67.60863,45.0,top
D170,LED,LED_0603_1608Metric_no_text,163.949731,-67.60863,45.0,top
D171,LED,LED_0603_1608Metric_no_text,166.049731,-67.60863,45.0,top
D172,LED,LED_0603_1608Metric_no_text,168.149731,-67.60863,45.0,top
D173,LED,LED_0603_1608Metric_no_text,170.249731,-67.60863,45.0,top
D174,LED,LED_0603_1608Metric_no_text,172.349731,-67.60863,45.0,top
D175,LED,LED_0603_1608Metric_no_text,174.449731,-67.60863,45.0,top
D176,LED,LED_0603_1608Metric_no_text,176.549731,-67.60863,45.0,top
D177,LED,LED_0603_1608Metric_no_text,145.049731,-69.70863,45.0,top
D178,LED,LED_0603_1608Metric_no_text,147.149731,-69.70863,45.0,top
D179,LED,LED_0603_1608Metric_no_text,149.249731,-69.70863,45.0,top
D180,LED,LED_0603_1608Metric_no_text,151.349731,-69.70863,45.0,top
D181,LED,LED_0603_1608Metric_no_text,153.449731,-69.70863,45.0,top
D182,LED,LED_0603_1608Metric_no_text,155.549731,-69.70863,45.0,top
D183,LED,LED_0603_1608Metric_no_text,157.649731,-69.70863,45.0,top
D184,LED,LED_0603_1608Metric_no_text,159.749731,-69.70863,45.0,top
D185,LED,LED_0603_1608Metric_no_text,161.849731,-69.70863,45.0,top
D186,LED,LED_0603_1608Metric_no_text,163.949731,-69.70863,45.0,top
D187,LED,LED_0603_1608Metric_no_text,166.049731,-69.70863,45.0,top
D188,LED,LED_0603_1608Metric_no_text,168.149731,-69.70863,45.0,top
D189,LED,LED_0603_1608Metric_no_text,170.249731,-69.70863,45.0,top
D190,LED,LED_0603_1608Metric_no_text,172.349731,-69.70863,45.0,top
D191,LED,LED_0603_1608Metric_no_text,174.449731,-69.70863,45.0,top
D192,LED,LED_0603_1608Metric_no_text,176.549731,-69.70863,45.0,top
D193,LED,LED_0603_1608Metric_no_text,145.049731,-71.80863,45.0,top
D194,LED,LED_0603_1608Metric_no_text,147.149731,-71.80863,45.0,top
D195,LED,LED_0603_1608Metric_no_text,149.249731,-71.80863,45.0,top
D196,LED,LED_0603_1608Metric_no_text,151.349731,-71.80863,45.0,top
D197,LED,LED_0603_1608Metric_no_text,153.449731,-71.80863,45.0,top
D198,LED,LED_0603_1608Metric_no_text,155.549731,-71.80863,45.0,top
D199,LED,LED_0603_1608Metric_no_text,157.649731,-71.80863,45.0,top
D200,LED,LED_0603_1608Metric_no_text,159.749731,-71.80863,45.0,top
D201,LED,LED_0603_1608Metric_no_text,161.849731,-71.80863,45.0,top
D202,LED,LED_0603_1608Metric_no_text,163.949731,-71.80863,45.0,top
D203,LED,LED_0603_1608Metric_no_text,166.049731,-71.80863,45.0,top
D204,LED,LED_0603_1608Metric_no_text,168.149731,-71.80863,45.0,top
D205,LED,LED_0603_1608Metric_no_text,170.249731,-71.80863,45.0,top
D206,LED,LED_0603_1608Metric_no_text,172.349731,-71.80863,45.0,top
D207,LED,LED_0603_1608Metric_no_text,174.449731,-71.80863,45.0,top
D208,LED,LED_0603_1608Metric_no_text,176.549731,-71.80863,45.0,top
D209,LED,LED_0603_1608Metric_no_text,145.049731,-73.90863,45.0,top
D210,LED,LED_0603_1608Metric_no_text,147.149731,-73.90863,45.0,top
D211,LED,LED_0603_1608Metric_no_text,149.249731,-73.90863,45.0,top
D212,LED,LED_0603_1608Metric_no_text,151.349731,-73.90863,45.0,top
D213,LED,LED_0603_1608Metric_no_text,153.449731,-73.90863,45.0,top
D214,LED,LED_0603_1608Metric_no_text,155.549731,-73.90863,45.0,top
D215,LED,LED_0603_1608Metric_no_text,157.649731,-73.90863,45.0,top
D216,LED,LED_0603_1608Metric_no_text,159.749731,-73.90863,45.0,top
D217,LED,LED_0603_1608Metric_no_text,161.849731,-73.90863,45.0,top
D218,LED,LED_0603_1608Metric_no_text,163.949731,-73.90863,45.0,top
D219,LED,LED_0603_1608Metric_no_text,166.049731,-73.90863,45.0,top
D220,LED,LED_0603_1608Metric_no_text,168.149731,-73.90863,45.0,top
D221,LED,LED_0603_1608Metric_no_text,170.249731,-73.90863,45.0,top
D222,LED,LED_0603_1608Metric_no_text,172.349731,-73.90863,45.0,top
D223,LED,LED_0603_1608Metric_no_text,174.449731,-73.90863,45.0,top
D224,LED,LED_0603_1608Metric_no_text,176.549731,-73.90863,45.0,top
D225,LED,LED_0603_1608Metric_no_text,145.049731,-76.00863,45.0,top
D226,LED,LED_0603_1608Metric_no_text,147.149731,-76.00863,45.0,top
D227,LED,LED_0603_1608Metric_no_text,149.249731,-76.00863,45.0,top
D228,LED,LED_0603_1608Metric_no_text,151.349731,-76.00863,45.0,top
D229,LED,LED_0603_1608Metric_no_text,153.449731,-76.00863,45.0,top
D230,LED,LED_0603_1608Metric_no_text,155.549731,-76.00863,45.0,top
D231,LED,LED_0603_1608Metric_no_text,157.649731,-76.00863,45.0,top
D232,LED,LED_0603_1608Metric_no_text,159.749731,-76.00863,45.0,top
D233,LED,LED_0603_1608Metric_no_text,161.849731,-76.00863,45.0,top
D234,LED,LED_0603_1608Metric_no_text,163.949731,-76.00863,45.0,top
D235,LED,LED_0603_1608Metric_no_text,166.049731,-76.00863,45.0,top
D236,LED,LED_0603_1608Metric_no_text,168.149731,-76.00863,45.0,top
D237,LED,LED_0603_1608Metric_no_text,170.249731,-76.00863,45.0,top
D238,LED,LED_0603_1608Metric_no_text,172.349731,-76.00863,45.0,top
D239,LED,LED_0603_1608Metric_no_text,174.449731,-76.00863,45.0,top
D240,LED,LED_0603_1608Metric_no_text,176.549731,-76.00863,45.0,top
D241,LED,LED_0603_1608Metric_no_text,145.049731,-78.10863,45.0,top
D242,LED,LED_0603_1608Metric_no_text,147.149731,-78.10863,45.0,top
D243,LED,LED_0603_1608Metric_no_text,149.249731,-78.10863,45.0,top
D244,LED,LED_0603_1608Metric_no_text,151.349731,-78.10863,45.0,top
D245,LED,LED_0603_1608Metric_no_text,153.449731,-78.10863,45.0,top
D246,LED,LED_0603_1608Metric_no_text,155.549731,-78.10863,45.0,top
D247,LED,LED_0603_1608Metric_no_text,157.649731,-78.10863,45.0,top
D248,LED,LED_0603_1608Metric_no_text,159.749731,-78.10863,45.0,top
D249,LED,LED_0603_1608Metric_no_text,161.849731,-78.10863,45.0,top
D250,LED,LED_0603_1608Metric_no_text,163.949731,-78.10863,45.0,top
D251,LED,LED_0603_1608Metric_no_text,166.049731,-78.10863,45.0,top
D252,LED,LED_0603_1608Metric_no_text,168.149731,-78.10863,45.0,top
D253,LED,LED_0603_1608Metric_no_text,170.249731,-78.10863,45.0,top
D254,LED,LED_0603_1608Metric_no_text,172.349731,-78.10863,45.0,top
D255,LED,LED_0603_1608Metric_no_text,174.449731,-78.10863,45.0,top
D256,LED,LED_0603_1608Metric_no_text,176.549731,-78.10863,45.0,top
R1,220,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,171.8477,-87.5,90.0,top
R2,220,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,170.3477,-83.5,90.0,top
R3,220,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,168.8477,-87.5,90.0,top
R4,220,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,167.3477,-83.5,90.0,top
R5,220,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,165.8477,-87.5,90.0,top
R6,220,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,164.3477,-83.5,90.0,top
R7,220,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,162.8477,-87.5,90.0,top
R8,220,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,161.3477,-83.5,90.0,top
R9,220,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,159.8477,-87.5,90.0,top
R10,220,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,158.3477,-83.5,90.0,top
R11,220,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,156.8477,-87.5,90.0,top
R12,220,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,155.3477,-83.5,90.0,top
R13,220,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,153.8477,-87.5,90.0,top
R14,220,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,152.3477,-83.5,90.0,top
R15,220,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,150.8477,-87.5,90.0,top
R16,220,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,149.3477,-83.5,90.0,top
SW1,SW_Push,SW_DIP_SPSTx01_Slide_6.7x4.1mm_W6.73mm_P2.54mm_LowProfile_JPin,147.2364,-116.824958,0.0,top
SW2,SW_Push,SW_DIP_SPSTx01_Slide_6.7x4.1mm_W6.73mm_P2.54mm_LowProfile_JPin,160.5977,-116.824958,0.0,top
SW3,SW_Push,SW_DIP_SPSTx01_Slide_6.7x4.1mm_W6.73mm_P2.54mm_LowProfile_JPin,173.959,-116.824958,0.0,top
U1,74HC595,SOIC127P600X175-16N,153.5977,-96.36,-90.0,top
U2,74HC595,SOIC127P600X175-16N,167.5977,-96.36,-90.0,top
U3,74HC595,SOIC127P600X175-16N,140.25,-86.36,-90.0,top
U4,74HC595,SOIC127P600X175-16N,181.0,-86.36,-90.0,top
U5,ATtiny3217-M,QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm_ThermalVias,160.5977,-106.824958,135.0,top
U6,BAT,BATHLD001,179.6034,-108.0008,-90.0,bottom
